"date","country","fork","cnt"
"2025-04-08 22:00:00","CN","Deneb","4"
"2025-04-08 22:00:00","CY","Deneb","1"
"2025-04-08 22:00:00","CZ","Deneb","2"
"2025-04-08 22:00:00","DE","Deneb","79"
"2025-04-08 22:00:00","DK","Deneb","3"
"2025-04-08 22:00:00","EC","Deneb","1"
"2025-04-08 22:00:00","EE","Deneb","3"
"2025-04-08 22:00:00","ES","Deneb","10"
"2025-04-08 22:00:00","FI","Deneb","45"
"2025-04-08 22:00:00","FR","Deneb","28"
"2025-04-08 22:00:00","GB","Deneb","10"
"2025-04-08 22:00:00","HK","Deneb","1"
"2025-04-08 22:00:00","IE","Deneb","4"
"2025-04-08 22:00:00","IL","Deneb","1"
"2025-04-08 22:00:00","JP","Deneb","4"
"2025-04-08 22:00:00","LU","Deneb","1"
"2025-04-08 22:00:00","LV","Deneb","1"
"2025-04-08 22:00:00","MX","Deneb","1"
"2025-04-08 22:00:00","NL","Deneb","17"
"2025-04-08 22:00:00","NO","Deneb","2"
"2025-04-08 22:00:00","NZ","Deneb","1"
"2025-04-08 22:00:00","PL","Deneb","2"
"2025-04-08 22:00:00","PT","Deneb","5"
"2025-04-08 22:00:00","RO","Deneb","1"
"2025-04-08 22:00:00","RU","Deneb","5"
"2025-04-08 22:00:00","SE","Deneb","4"
"2025-04-08 22:00:00","SG","Deneb","8"
"2025-04-08 22:00:00","SI","Deneb","2"
"2025-04-08 22:00:00","TR","Deneb","1"
"2025-04-08 22:00:00","UA","Deneb","3"
"2025-04-08 22:00:00","US","Deneb","78"
"2025-04-08 22:00:00","Unknown","Deneb","41"
"2025-04-08 23:00:00","DE","Altair","1"
"2025-04-08 23:00:00","NL","Altair","1"
"2025-04-08 23:00:00","FI","Bellatrix","2"
"2025-04-08 23:00:00","US","Bellatrix","1"
"2025-04-08 23:00:00","FR","Capella","1"
"2025-04-08 23:00:00","AD","Deneb","1"
"2025-04-08 23:00:00","AE","Deneb","2"
"2025-04-08 23:00:00","AR","Deneb","5"
"2025-04-08 23:00:00","AT","Deneb","6"
"2025-04-08 23:00:00","AU","Deneb","4"
"2025-04-08 23:00:00","BE","Deneb","4"
"2025-04-08 23:00:00","BG","Deneb","3"
"2025-04-08 23:00:00","BR","Deneb","3"
"2025-04-08 23:00:00","CA","Deneb","14"
"2025-04-08 23:00:00","CH","Deneb","8"
"2025-04-08 23:00:00","CN","Deneb","4"
"2025-04-08 23:00:00","CY","Deneb","1"
"2025-04-08 23:00:00","CZ","Deneb","2"
"2025-04-08 23:00:00","DE","Deneb","80"
"2025-04-08 23:00:00","DK","Deneb","3"
"2025-04-08 23:00:00","EC","Deneb","1"
"2025-04-08 23:00:00","EE","Deneb","4"
"2025-04-08 23:00:00","ES","Deneb","9"
"2025-04-08 23:00:00","FI","Deneb","45"
"2025-04-08 23:00:00","FR","Deneb","30"
"2025-04-08 23:00:00","GB","Deneb","10"
"2025-04-08 23:00:00","HK","Deneb","1"
"2025-04-08 23:00:00","IE","Deneb","2"
"2025-04-08 23:00:00","JP","Deneb","4"
"2025-04-08 23:00:00","LU","Deneb","1"
"2025-04-08 23:00:00","LV","Deneb","1"
"2025-04-08 23:00:00","MX","Deneb","1"
"2025-04-08 23:00:00","NL","Deneb","17"
"2025-04-08 23:00:00","NO","Deneb","2"
"2025-04-08 23:00:00","NZ","Deneb","1"
"2025-04-08 23:00:00","PL","Deneb","3"
"2025-04-08 23:00:00","PT","Deneb","5"
"2025-04-08 23:00:00","RO","Deneb","1"
"2025-04-08 23:00:00","RU","Deneb","4"
"2025-04-08 23:00:00","SE","Deneb","4"
"2025-04-08 23:00:00","SG","Deneb","8"
"2025-04-08 23:00:00","SI","Deneb","2"
"2025-04-08 23:00:00","TR","Deneb","1"
"2025-04-08 23:00:00","UA","Deneb","3"
"2025-04-08 23:00:00","US","Deneb","86"
"2025-04-08 23:00:00","Unknown","Deneb","42"
"2025-04-09 00:00:00","DE","Altair","1"
"2025-04-09 00:00:00","NL","Altair","1"
"2025-04-09 00:00:00","FI","Bellatrix","2"
"2025-04-09 00:00:00","US","Bellatrix","1"
"2025-04-09 00:00:00","AD","Deneb","1"
"2025-04-09 00:00:00","AE","Deneb","1"
"2025-04-09 00:00:00","AR","Deneb","4"
"2025-04-09 00:00:00","AT","Deneb","5"
"2025-04-09 00:00:00","AU","Deneb","6"
"2025-04-09 00:00:00","BE","Deneb","4"
"2025-04-09 00:00:00","BG","Deneb","1"
"2025-04-09 00:00:00","BR","Deneb","2"
"2025-04-09 00:00:00","CA","Deneb","13"
"2025-04-09 00:00:00","CH","Deneb","9"
"2025-04-09 00:00:00","CN","Deneb","3"
"2025-04-09 00:00:00","CY","Deneb","1"
"2025-04-09 00:00:00","CZ","Deneb","2"
"2025-04-09 00:00:00","DE","Deneb","83"
"2025-04-09 00:00:00","DK","Deneb","1"
"2025-04-09 00:00:00","EC","Deneb","1"
"2025-04-09 00:00:00","EE","Deneb","4"
"2025-04-09 00:00:00","ES","Deneb","11"
"2025-04-09 00:00:00","FI","Deneb","45"
"2025-04-09 00:00:00","FR","Deneb","27"
"2025-04-09 00:00:00","GB","Deneb","11"
"2025-04-09 00:00:00","HK","Deneb","1"
"2025-04-09 00:00:00","IE","Deneb","2"
"2025-04-09 00:00:00","IL","Deneb","1"
"2025-04-09 00:00:00","JP","Deneb","5"
"2025-04-09 00:00:00","LU","Deneb","1"
"2025-04-09 00:00:00","LV","Deneb","1"
"2025-04-09 00:00:00","NL","Deneb","18"
"2025-04-09 00:00:00","NO","Deneb","2"
"2025-04-09 00:00:00","NZ","Deneb","1"
"2025-04-09 00:00:00","PL","Deneb","2"
"2025-04-09 00:00:00","PT","Deneb","4"
"2025-04-09 00:00:00","RU","Deneb","4"
"2025-04-09 00:00:00","SE","Deneb","4"
"2025-04-09 00:00:00","SG","Deneb","8"
"2025-04-09 00:00:00","SI","Deneb","1"
"2025-04-09 00:00:00","TR","Deneb","1"
"2025-04-09 00:00:00","UA","Deneb","1"
"2025-04-09 00:00:00","US","Deneb","85"
"2025-04-09 00:00:00","Unknown","Deneb","36"
"2025-04-09 01:00:00","NL","Altair","1"
"2025-04-09 01:00:00","FI","Bellatrix","2"
"2025-04-09 01:00:00","US","Bellatrix","1"
"2025-04-09 01:00:00","FR","Capella","1"
"2025-04-09 01:00:00","AD","Deneb","1"
"2025-04-09 01:00:00","AE","Deneb","1"
"2025-04-09 01:00:00","AR","Deneb","4"
"2025-04-09 01:00:00","AT","Deneb","4"
"2025-04-09 01:00:00","AU","Deneb","5"
"2025-04-09 01:00:00","BE","Deneb","5"
"2025-04-09 01:00:00","BG","Deneb","2"
"2025-04-09 01:00:00","BR","Deneb","3"
"2025-04-09 01:00:00","CA","Deneb","12"
"2025-04-09 01:00:00","CH","Deneb","11"
"2025-04-09 01:00:00","CN","Deneb","4"
"2025-04-09 01:00:00","CZ","Deneb","2"
"2025-04-09 01:00:00","DE","Deneb","79"
"2025-04-09 01:00:00","DK","Deneb","3"
"2025-04-09 01:00:00","EC","Deneb","1"
"2025-04-09 01:00:00","EE","Deneb","3"
"2025-04-09 01:00:00","ES","Deneb","9"
"2025-04-09 01:00:00","FI","Deneb","38"
"2025-04-09 01:00:00","FR","Deneb","27"
"2025-04-09 01:00:00","GB","Deneb","11"
"2025-04-09 01:00:00","HK","Deneb","1"
"2025-04-09 01:00:00","IE","Deneb","2"
"2025-04-09 01:00:00","IL","Deneb","1"
"2025-04-09 01:00:00","JP","Deneb","4"
"2025-04-09 01:00:00","LU","Deneb","1"
"2025-04-09 01:00:00","LV","Deneb","1"
"2025-04-09 01:00:00","MX","Deneb","1"
"2025-04-09 01:00:00","NL","Deneb","16"
"2025-04-09 01:00:00","NO","Deneb","1"
"2025-04-09 01:00:00","NZ","Deneb","1"
"2025-04-09 01:00:00","PL","Deneb","3"
"2025-04-09 01:00:00","PT","Deneb","4"
"2025-04-09 01:00:00","RO","Deneb","1"
"2025-04-09 01:00:00","RU","Deneb","4"
"2025-04-09 01:00:00","SE","Deneb","4"
"2025-04-09 01:00:00","SG","Deneb","5"
"2025-04-09 01:00:00","SI","Deneb","2"
"2025-04-09 01:00:00","TR","Deneb","1"
"2025-04-09 01:00:00","UA","Deneb","2"
"2025-04-09 01:00:00","US","Deneb","87"
"2025-04-09 01:00:00","Unknown","Deneb","41"
"2025-04-09 02:00:00","DE","Altair","1"
"2025-04-09 02:00:00","NL","Altair","1"
"2025-04-09 02:00:00","FI","Bellatrix","1"
"2025-04-09 02:00:00","US","Bellatrix","1"
"2025-04-09 02:00:00","FR","Capella","1"
"2025-04-09 02:00:00","AD","Deneb","1"
"2025-04-09 02:00:00","AE","Deneb","1"
"2025-04-09 02:00:00","AR","Deneb","2"
"2025-04-09 02:00:00","AT","Deneb","4"
"2025-04-09 02:00:00","AU","Deneb","6"
"2025-04-09 02:00:00","BE","Deneb","5"
"2025-04-09 02:00:00","BG","Deneb","2"
"2025-04-09 02:00:00","BR","Deneb","3"
"2025-04-09 02:00:00","CA","Deneb","10"
"2025-04-09 02:00:00","CH","Deneb","9"
"2025-04-09 02:00:00","CN","Deneb","4"
"2025-04-09 02:00:00","CY","Deneb","1"
"2025-04-09 02:00:00","CZ","Deneb","2"
"2025-04-09 02:00:00","DE","Deneb","77"
"2025-04-09 02:00:00","DK","Deneb","2"
"2025-04-09 02:00:00","EC","Deneb","1"
"2025-04-09 02:00:00","EE","Deneb","4"
"2025-04-09 02:00:00","ES","Deneb","8"
"2025-04-09 02:00:00","FI","Deneb","37"
"2025-04-09 02:00:00","FR","Deneb","26"
"2025-04-09 02:00:00","GB","Deneb","12"
"2025-04-09 02:00:00","IE","Deneb","4"
"2025-04-09 02:00:00","JP","Deneb","4"
"2025-04-09 02:00:00","LU","Deneb","1"
"2025-04-09 02:00:00","LV","Deneb","1"
"2025-04-09 02:00:00","NL","Deneb","13"
"2025-04-09 02:00:00","NO","Deneb","2"
"2025-04-09 02:00:00","NZ","Deneb","1"
"2025-04-09 02:00:00","PL","Deneb","3"
"2025-04-09 02:00:00","PT","Deneb","3"
"2025-04-09 02:00:00","RO","Deneb","1"
"2025-04-09 02:00:00","RU","Deneb","4"
"2025-04-09 02:00:00","SE","Deneb","4"
"2025-04-09 02:00:00","SG","Deneb","6"
"2025-04-09 02:00:00","SI","Deneb","2"
"2025-04-09 02:00:00","TR","Deneb","1"
"2025-04-09 02:00:00","UA","Deneb","2"
"2025-04-09 02:00:00","US","Deneb","73"
"2025-04-09 02:00:00","Unknown","Deneb","39"
"2025-04-09 03:00:00","DE","Altair","1"
"2025-04-09 03:00:00","NL","Altair","1"
"2025-04-09 03:00:00","FI","Bellatrix","1"
"2025-04-09 03:00:00","US","Bellatrix","1"
"2025-04-09 03:00:00","FR","Capella","1"
"2025-04-09 03:00:00","AD","Deneb","1"
"2025-04-09 03:00:00","AE","Deneb","1"
"2025-04-09 03:00:00","AR","Deneb","3"
"2025-04-09 03:00:00","AT","Deneb","6"
"2025-04-09 03:00:00","AU","Deneb","6"
"2025-04-09 03:00:00","BE","Deneb","3"
"2025-04-09 03:00:00","BG","Deneb","2"
"2025-04-09 03:00:00","BR","Deneb","3"
"2025-04-09 03:00:00","CA","Deneb","12"
"2025-04-09 03:00:00","CH","Deneb","11"
"2025-04-09 03:00:00","CN","Deneb","4"
"2025-04-09 03:00:00","CY","Deneb","1"
"2025-04-09 03:00:00","CZ","Deneb","2"
"2025-04-09 03:00:00","DE","Deneb","81"
"2025-04-09 03:00:00","DK","Deneb","2"
"2025-04-09 03:00:00","EE","Deneb","4"
"2025-04-09 03:00:00","ES","Deneb","5"
"2025-04-09 03:00:00","FI","Deneb","37"
"2025-04-09 03:00:00","FR","Deneb","24"
"2025-04-09 03:00:00","GB","Deneb","11"
"2025-04-09 03:00:00","HK","Deneb","1"
"2025-04-09 03:00:00","IE","Deneb","3"
"2025-04-09 03:00:00","JP","Deneb","4"
"2025-04-09 03:00:00","LV","Deneb","1"
"2025-04-09 03:00:00","NL","Deneb","13"
"2025-04-09 03:00:00","NO","Deneb","1"
"2025-04-09 03:00:00","NZ","Deneb","1"
"2025-04-09 03:00:00","PL","Deneb","2"
"2025-04-09 03:00:00","PT","Deneb","2"
"2025-04-09 03:00:00","RO","Deneb","1"
"2025-04-09 03:00:00","RU","Deneb","5"
"2025-04-09 03:00:00","SE","Deneb","2"
"2025-04-09 03:00:00","SG","Deneb","6"
"2025-04-09 03:00:00","SI","Deneb","1"
"2025-04-09 03:00:00","TR","Deneb","1"
"2025-04-09 03:00:00","UA","Deneb","2"
"2025-04-09 03:00:00","US","Deneb","76"
"2025-04-09 03:00:00","Unknown","Deneb","32"
"2025-04-09 04:00:00","DE","Altair","1"
"2025-04-09 04:00:00","NL","Altair","1"
"2025-04-09 04:00:00","FI","Bellatrix","1"
"2025-04-09 04:00:00","US","Bellatrix","1"
"2025-04-09 04:00:00","FR","Capella","1"
"2025-04-09 04:00:00","AD","Deneb","1"
"2025-04-09 04:00:00","AE","Deneb","1"
"2025-04-09 04:00:00","AR","Deneb","1"
"2025-04-09 04:00:00","AT","Deneb","5"
"2025-04-09 04:00:00","AU","Deneb","5"
"2025-04-09 04:00:00","BE","Deneb","4"
"2025-04-09 04:00:00","BG","Deneb","3"
"2025-04-09 04:00:00","BR","Deneb","3"
"2025-04-09 04:00:00","CA","Deneb","11"
"2025-04-09 04:00:00","CH","Deneb","11"
"2025-04-09 04:00:00","CN","Deneb","3"
"2025-04-09 04:00:00","CZ","Deneb","2"
"2025-04-09 04:00:00","DE","Deneb","82"
"2025-04-09 04:00:00","DK","Deneb","3"
"2025-04-09 04:00:00","EE","Deneb","3"
"2025-04-09 04:00:00","ES","Deneb","4"
"2025-04-09 04:00:00","FI","Deneb","38"
"2025-04-09 04:00:00","FR","Deneb","21"
"2025-04-09 04:00:00","GB","Deneb","9"
"2025-04-09 04:00:00","IE","Deneb","3"
"2025-04-09 04:00:00","JP","Deneb","5"
"2025-04-09 04:00:00","LV","Deneb","1"
"2025-04-09 04:00:00","MX","Deneb","1"
"2025-04-09 04:00:00","NL","Deneb","12"
"2025-04-09 04:00:00","NO","Deneb","1"
"2025-04-09 04:00:00","NZ","Deneb","1"
"2025-04-09 04:00:00","PL","Deneb","3"
"2025-04-09 04:00:00","PT","Deneb","3"
"2025-04-09 04:00:00","RO","Deneb","1"
"2025-04-09 04:00:00","RU","Deneb","5"
"2025-04-09 04:00:00","SE","Deneb","2"
"2025-04-09 04:00:00","SG","Deneb","6"
"2025-04-09 04:00:00","SI","Deneb","2"
"2025-04-09 04:00:00","TR","Deneb","1"
"2025-04-09 04:00:00","UA","Deneb","2"
"2025-04-09 04:00:00","US","Deneb","75"
"2025-04-09 04:00:00","Unknown","Deneb","32"
"2025-04-09 05:00:00","DE","Altair","1"
"2025-04-09 05:00:00","NL","Altair","1"
"2025-04-09 05:00:00","FI","Bellatrix","1"
"2025-04-09 05:00:00","US","Bellatrix","1"
"2025-04-09 05:00:00","FR","Capella","1"
"2025-04-09 05:00:00","AD","Deneb","1"
"2025-04-09 05:00:00","AE","Deneb","1"
"2025-04-09 05:00:00","AR","Deneb","2"
"2025-04-09 05:00:00","AT","Deneb","6"
"2025-04-09 05:00:00","AU","Deneb","6"
"2025-04-09 05:00:00","BE","Deneb","3"
"2025-04-09 05:00:00","BG","Deneb","3"
"2025-04-09 05:00:00","BR","Deneb","3"
"2025-04-09 05:00:00","CA","Deneb","9"
"2025-04-09 05:00:00","CH","Deneb","8"
"2025-04-09 05:00:00","CN","Deneb","2"
"2025-04-09 05:00:00","CZ","Deneb","2"
"2025-04-09 05:00:00","DE","Deneb","77"
"2025-04-09 05:00:00","DK","Deneb","2"
"2025-04-09 05:00:00","EE","Deneb","3"
"2025-04-09 05:00:00","ES","Deneb","7"
"2025-04-09 05:00:00","FI","Deneb","36"
"2025-04-09 05:00:00","FR","Deneb","20"
"2025-04-09 05:00:00","GB","Deneb","10"
"2025-04-09 05:00:00","IE","Deneb","2"
"2025-04-09 05:00:00","IL","Deneb","1"
"2025-04-09 05:00:00","JP","Deneb","3"
"2025-04-09 05:00:00","LV","Deneb","1"
"2025-04-09 05:00:00","MX","Deneb","1"
"2025-04-09 05:00:00","NL","Deneb","11"
"2025-04-09 05:00:00","NO","Deneb","1"
"2025-04-09 05:00:00","NZ","Deneb","1"
"2025-04-09 05:00:00","PL","Deneb","2"
"2025-04-09 05:00:00","PT","Deneb","2"
"2025-04-09 05:00:00","RU","Deneb","5"
"2025-04-09 05:00:00","SE","Deneb","2"
"2025-04-09 05:00:00","SG","Deneb","6"
"2025-04-09 05:00:00","SI","Deneb","2"
"2025-04-09 05:00:00","TR","Deneb","1"
"2025-04-09 05:00:00","UA","Deneb","1"
"2025-04-09 05:00:00","US","Deneb","79"
"2025-04-09 05:00:00","Unknown","Deneb","30"
"2025-04-09 06:00:00","DE","Altair","1"
"2025-04-09 06:00:00","US","Bellatrix","1"
"2025-04-09 06:00:00","FR","Capella","1"
"2025-04-09 06:00:00","AE","Deneb","1"
"2025-04-09 06:00:00","AR","Deneb","3"
"2025-04-09 06:00:00","AT","Deneb","6"
"2025-04-09 06:00:00","AU","Deneb","6"
"2025-04-09 06:00:00","BE","Deneb","4"
"2025-04-09 06:00:00","BG","Deneb","2"
"2025-04-09 06:00:00","BR","Deneb","2"
"2025-04-09 06:00:00","CA","Deneb","9"
"2025-04-09 06:00:00","CH","Deneb","9"
"2025-04-09 06:00:00","CN","Deneb","4"
"2025-04-09 06:00:00","CZ","Deneb","2"
"2025-04-09 06:00:00","DE","Deneb","72"
"2025-04-09 06:00:00","DK","Deneb","1"
"2025-04-09 06:00:00","EE","Deneb","2"
"2025-04-09 06:00:00","ES","Deneb","4"
"2025-04-09 06:00:00","FI","Deneb","34"
"2025-04-09 06:00:00","FR","Deneb","19"
"2025-04-09 06:00:00","GB","Deneb","9"
"2025-04-09 06:00:00","IE","Deneb","2"
"2025-04-09 06:00:00","IL","Deneb","1"
"2025-04-09 06:00:00","JP","Deneb","4"
"2025-04-09 06:00:00","LV","Deneb","1"
"2025-04-09 06:00:00","NL","Deneb","12"
"2025-04-09 06:00:00","NO","Deneb","1"
"2025-04-09 06:00:00","NZ","Deneb","1"
"2025-04-09 06:00:00","PL","Deneb","1"
"2025-04-09 06:00:00","PT","Deneb","2"
"2025-04-09 06:00:00","RU","Deneb","5"
"2025-04-09 06:00:00","SE","Deneb","1"
"2025-04-09 06:00:00","SG","Deneb","6"
"2025-04-09 06:00:00","SI","Deneb","2"
"2025-04-09 06:00:00","TR","Deneb","1"
"2025-04-09 06:00:00","UA","Deneb","1"
"2025-04-09 06:00:00","US","Deneb","73"
"2025-04-09 06:00:00","Unknown","Deneb","30"
"2025-04-09 07:00:00","DE","Altair","1"
"2025-04-09 07:00:00","NL","Altair","1"
"2025-04-09 07:00:00","US","Bellatrix","1"
"2025-04-09 07:00:00","FR","Capella","1"
"2025-04-09 07:00:00","AD","Deneb","1"
"2025-04-09 07:00:00","AE","Deneb","1"
"2025-04-09 07:00:00","AR","Deneb","2"
"2025-04-09 07:00:00","AT","Deneb","6"
"2025-04-09 07:00:00","AU","Deneb","6"
"2025-04-09 07:00:00","BE","Deneb","4"
"2025-04-09 07:00:00","BG","Deneb","3"
"2025-04-09 07:00:00","BR","Deneb","3"
"2025-04-09 07:00:00","CA","Deneb","9"
"2025-04-09 07:00:00","CH","Deneb","7"
"2025-04-09 07:00:00","CN","Deneb","2"
"2025-04-09 07:00:00","CZ","Deneb","2"
"2025-04-09 07:00:00","DE","Deneb","73"
"2025-04-09 07:00:00","DK","Deneb","2"
"2025-04-09 07:00:00","EE","Deneb","2"
"2025-04-09 07:00:00","ES","Deneb","7"
"2025-04-09 07:00:00","FI","Deneb","37"
"2025-04-09 07:00:00","FR","Deneb","18"
"2025-04-09 07:00:00","GB","Deneb","6"
"2025-04-09 07:00:00","IE","Deneb","3"
"2025-04-09 07:00:00","JP","Deneb","3"
"2025-04-09 07:00:00","LV","Deneb","1"
"2025-04-09 07:00:00","NL","Deneb","13"
"2025-04-09 07:00:00","NO","Deneb","1"
"2025-04-09 07:00:00","NZ","Deneb","1"
"2025-04-09 07:00:00","PL","Deneb","1"
"2025-04-09 07:00:00","PT","Deneb","2"
"2025-04-09 07:00:00","RO","Deneb","1"
"2025-04-09 07:00:00","RU","Deneb","5"
"2025-04-09 07:00:00","SE","Deneb","1"
"2025-04-09 07:00:00","SG","Deneb","6"
"2025-04-09 07:00:00","SI","Deneb","2"
"2025-04-09 07:00:00","UA","Deneb","2"
"2025-04-09 07:00:00","US","Deneb","69"
"2025-04-09 07:00:00","Unknown","Deneb","31"
"2025-04-09 09:00:00","DE","Altair","1"
"2025-04-09 09:00:00","FI","Bellatrix","2"
"2025-04-09 09:00:00","FR","Capella","1"
"2025-04-09 09:00:00","AD","Deneb","1"
"2025-04-09 09:00:00","AE","Deneb","1"
"2025-04-09 09:00:00","AR","Deneb","3"
"2025-04-09 09:00:00","AT","Deneb","5"
"2025-04-09 09:00:00","AU","Deneb","8"
"2025-04-09 09:00:00","BE","Deneb","3"
"2025-04-09 09:00:00","BG","Deneb","3"
"2025-04-09 09:00:00","BR","Deneb","3"
"2025-04-09 09:00:00","CA","Deneb","13"
"2025-04-09 09:00:00","CH","Deneb","11"
"2025-04-09 09:00:00","CN","Deneb","4"
"2025-04-09 09:00:00","CY","Deneb","1"
"2025-04-09 09:00:00","CZ","Deneb","2"
"2025-04-09 09:00:00","DE","Deneb","78"
"2025-04-09 09:00:00","DK","Deneb","3"
"2025-04-09 09:00:00","EC","Deneb","1"
"2025-04-09 09:00:00","EE","Deneb","3"
"2025-04-09 09:00:00","ES","Deneb","11"
"2025-04-09 09:00:00","FI","Deneb","42"
"2025-04-09 09:00:00","FR","Deneb","23"
"2025-04-09 09:00:00","GB","Deneb","10"
"2025-04-09 09:00:00","IE","Deneb","2"
"2025-04-09 09:00:00","JP","Deneb","3"
"2025-04-09 09:00:00","LV","Deneb","1"
"2025-04-09 09:00:00","NL","Deneb","20"
"2025-04-09 09:00:00","NO","Deneb","1"
"2025-04-09 09:00:00","NZ","Deneb","1"
"2025-04-09 09:00:00","PL","Deneb","1"
"2025-04-09 09:00:00","PT","Deneb","3"
"2025-04-09 09:00:00","RO","Deneb","1"
"2025-04-09 09:00:00","RU","Deneb","5"
"2025-04-09 09:00:00","SE","Deneb","4"
"2025-04-09 09:00:00","SG","Deneb","8"
"2025-04-09 09:00:00","SI","Deneb","2"
"2025-04-09 09:00:00","TR","Deneb","1"
"2025-04-09 09:00:00","UA","Deneb","2"
"2025-04-09 09:00:00","US","Deneb","73"
"2025-04-09 09:00:00","Unknown","Deneb","41"
"2025-04-09 10:00:00","DE","Altair","1"
"2025-04-09 10:00:00","NL","Altair","1"
"2025-04-09 10:00:00","FI","Bellatrix","1"
"2025-04-09 10:00:00","FR","Capella","1"
"2025-04-09 10:00:00","AE","Deneb","1"
"2025-04-09 10:00:00","AR","Deneb","6"
"2025-04-09 10:00:00","AT","Deneb","5"
"2025-04-09 10:00:00","AU","Deneb","5"
"2025-04-09 10:00:00","BE","Deneb","6"
"2025-04-09 10:00:00","BG","Deneb","3"
"2025-04-09 10:00:00","BR","Deneb","3"
"2025-04-09 10:00:00","CA","Deneb","15"
"2025-04-09 10:00:00","CH","Deneb","11"
"2025-04-09 10:00:00","CN","Deneb","3"
"2025-04-09 10:00:00","CY","Deneb","1"
"2025-04-09 10:00:00","CZ","Deneb","2"
"2025-04-09 10:00:00","DE","Deneb","82"
"2025-04-09 10:00:00","DK","Deneb","1"
"2025-04-09 10:00:00","EC","Deneb","1"
"2025-04-09 10:00:00","EE","Deneb","4"
"2025-04-09 10:00:00","ES","Deneb","7"
"2025-04-09 10:00:00","FI","Deneb","46"
"2025-04-09 10:00:00","FR","Deneb","26"
"2025-04-09 10:00:00","GB","Deneb","13"
"2025-04-09 10:00:00","HK","Deneb","1"
"2025-04-09 10:00:00","IE","Deneb","4"
"2025-04-09 10:00:00","IL","Deneb","1"
"2025-04-09 10:00:00","JP","Deneb","5"
"2025-04-09 10:00:00","LU","Deneb","1"
"2025-04-09 10:00:00","LV","Deneb","1"
"2025-04-09 10:00:00","MX","Deneb","1"
"2025-04-09 10:00:00","NL","Deneb","16"
"2025-04-09 10:00:00","NO","Deneb","1"
"2025-04-09 10:00:00","NZ","Deneb","1"
"2025-04-09 10:00:00","PL","Deneb","3"
"2025-04-09 10:00:00","PT","Deneb","3"
"2025-04-09 10:00:00","RU","Deneb","5"
"2025-04-09 10:00:00","SE","Deneb","3"
"2025-04-09 10:00:00","SG","Deneb","8"
"2025-04-09 10:00:00","SI","Deneb","2"
"2025-04-09 10:00:00","TR","Deneb","1"
"2025-04-09 10:00:00","UA","Deneb","1"
"2025-04-09 10:00:00","US","Deneb","83"
"2025-04-09 10:00:00","Unknown","Deneb","37"
"2025-04-09 11:00:00","DE","Altair","1"
"2025-04-09 11:00:00","NL","Altair","1"
"2025-04-09 11:00:00","FI","Bellatrix","2"
"2025-04-09 11:00:00","FR","Bellatrix","1"
"2025-04-09 11:00:00","US","Bellatrix","1"
"2025-04-09 11:00:00","FR","Capella","1"
"2025-04-09 11:00:00","AD","Deneb","1"
"2025-04-09 11:00:00","AE","Deneb","1"
"2025-04-09 11:00:00","AR","Deneb","5"
"2025-04-09 11:00:00","AT","Deneb","5"
"2025-04-09 11:00:00","AU","Deneb","6"
"2025-04-09 11:00:00","BE","Deneb","6"
"2025-04-09 11:00:00","BG","Deneb","3"
"2025-04-09 11:00:00","BR","Deneb","2"
"2025-04-09 11:00:00","CA","Deneb","14"
"2025-04-09 11:00:00","CH","Deneb","8"
"2025-04-09 11:00:00","CN","Deneb","2"
"2025-04-09 11:00:00","CW","Deneb","1"
"2025-04-09 11:00:00","CY","Deneb","1"
"2025-04-09 11:00:00","CZ","Deneb","2"
"2025-04-09 11:00:00","DE","Deneb","80"
"2025-04-09 11:00:00","DK","Deneb","2"
"2025-04-09 11:00:00","EE","Deneb","5"
"2025-04-09 11:00:00","ES","Deneb","9"
"2025-04-09 11:00:00","FI","Deneb","45"
"2025-04-09 11:00:00","FR","Deneb","27"
"2025-04-09 11:00:00","GB","Deneb","9"
"2025-04-09 11:00:00","HK","Deneb","1"
"2025-04-09 11:00:00","IE","Deneb","4"
"2025-04-09 11:00:00","JP","Deneb","5"
"2025-04-09 11:00:00","LU","Deneb","1"
"2025-04-09 11:00:00","LV","Deneb","1"
"2025-04-09 11:00:00","NL","Deneb","18"
"2025-04-09 11:00:00","NO","Deneb","2"
"2025-04-09 11:00:00","NZ","Deneb","1"
"2025-04-09 11:00:00","PL","Deneb","1"
"2025-04-09 11:00:00","PT","Deneb","4"
"2025-04-09 11:00:00","RO","Deneb","1"
"2025-04-09 11:00:00","RU","Deneb","5"
"2025-04-09 11:00:00","SE","Deneb","4"
"2025-04-09 11:00:00","SG","Deneb","8"
"2025-04-09 11:00:00","SI","Deneb","2"
"2025-04-09 11:00:00","TR","Deneb","1"
"2025-04-09 11:00:00","UA","Deneb","3"
"2025-04-09 11:00:00","US","Deneb","76"
"2025-04-09 11:00:00","Unknown","Deneb","38"
"2025-04-09 12:00:00","DE","Altair","1"
"2025-04-09 12:00:00","NL","Altair","1"
"2025-04-09 12:00:00","FI","Bellatrix","2"
"2025-04-09 12:00:00","US","Bellatrix","1"
"2025-04-09 12:00:00","FR","Capella","1"
"2025-04-09 12:00:00","AD","Deneb","1"
"2025-04-09 12:00:00","AE","Deneb","2"
"2025-04-09 12:00:00","AR","Deneb","5"
"2025-04-09 12:00:00","AT","Deneb","4"
"2025-04-09 12:00:00","AU","Deneb","7"
"2025-04-09 12:00:00","BE","Deneb","6"
